state,city,house_price_per_sqft,number_of_BHKs,school_name,school_email,school_phone_number,college_name,college_email,college_phone_number,weather,temperature,humidity,air_quality,estimated_cost_of_living
Meghalaya,Shillong,53.42,2 BHK,Government Model Senior Secondary School,gmsss.shillong@school.edu,6913000000,Govt. College Shillong,govermmentcollege.shillong@college.edu,6912000000,Cloudy,23.9,86,102,6075
Meghalaya,Shillong,148.2016667,1 BHK,D.A.V. Public School,mail@school.edu,9123000000,St. Xavier's College,st.xavier.edu@college.edu,9123000000,Sunny,38,10,32,15600
Meghalaya,Shillong,154.99,2 BHK,St. Joseph school,stjosephschool.bangalore@school.edu,8025000000,St. Joseph College,stjosephcollege.bangalore@college.edu,8025000000,Sunny,32.45,17,112,36225
Mizoram,Aizawl,3519,2 BHK,Kendriya Vidyalaya,kvsstn@school.edu,9868000000,SRM University,academics@college.edu,4471000000,Cloudy,31,59,115,6080
Mizoram,Aizawl,27.44,2 BHK,St. Xaviers' High School,admissions@school.edu,9835000000,St.Xavier's College,college.admissions@college.edu,8675000000,Sunny,31.6,30,120,18150
Mizoram,Aizawl,37.5,2 BHK,St. Xavier's Hr Sec School,stxaviershhsc@school.edu,4442000000,Loyola College,college@college.edu,4442000000,Sunny,32.8,38,65,12340
Mizoram,Aizawl,1515000,3,"Sacred Heart Higher Secondary School, Contact: +918779961208, Address: Aizawl, Mizoram",Sacred H@gmail.com,7690000133,"Don Bosco College, Contact: +913892229210, Address: Aizawl, Mizoram",Don Bosco @gmail.com,8467122749,clear sky,23.9,69,47,8960
Mizoram,Aizawl,121,2 BHK,Aizawl Model Higher Secondary School,aizawlmodelschool@school.edu,9863000000,East Point College,eastpointech@college.edu,8878000000,Snowy,0,92,47,18478
Mizoram,Aizawl,49.8,3 BHK,Gopalji Computer Education,gopaljicomputereducation@school.edu,8800000000,Gopalji Computer Education,gopaljicomputereducation@college.edu,8800000000,Sunny,25.3,29,85,5029
Mizoram,Aizawl,159.78,2 BHK,Dreamland School (CBSE),dreamland@school.edu,8687000000,Holy Cross College,holycrosscollege@college.edu,8687000000,Cloudy,23.5,56,100,25382
Mizoram,Aizawl,35,1 BHK,"School of Planning and Architecture, Aizawl",spa@school.edu,1871000000,"MNIT, Jaipur",info@college.edu,1413000000,Rainy,22.4,91.7,118,23450
Mizoram,Aizawl,4.42,3 BHK,St. Paul High School,spaulhs.aiz@school.edu,7215000000,St. John's College,info@college.edu,3892000000,Sunny,27.5,26,30,35336
Mizoram,Aizawl,1620,4 BHK,St. Xavier\'s Senior Secondary School,stxavier.s3s.aizawl@school.edu,9776000000,Don Bosco College,info@college.edu,3892000000,Rainy,16,76,87,25120
Mizoram,Aizawl,2642,3 BHK,Jain Vidya Mandir,info@school.edu,7001000000,Gyan Kendra College,info@college.edu,2222000000,Cloudy,29.9,50,141,20737
Mizoram,Aizawl,5,2 BHK,"Poornima Convent School, Pune",pcs@school.edu,9049000000,Knowledge Foundation's Institute of Management,info@college.edu,9049000000,Sunny,29.9,20,100,12900
Mizoram,Aizawl,66.1,2 BHK,Vidya Vikas High School,principal@school.edu,9868000000,"Vidya Vikas College of Arts, Science & Commerce",principal@college.edu,9868000000,Cloudy,22.2,99,75,8600
Mizoram,Aizawl,19.25,1 BHK,Methodist English School,admission@school.edu,9773000000,Ramthar College,ramtharcoll@college.edu,3892000000,Sunny,34.2,67.7333,88,13750
Mizoram,Aizawl,32.36,1 BHK,D.A.V. Public School,davpublicschool100@school.edu,9551000000,St. Xavier's College,stxaviers.mumbai@college.edu,2223000000,Sunny,32.8,15,20,35313
Odisha,Bhubaneswar,1851.13,3 BHK,Savitri Bajaj Saraswati Shishu Mandir,admin@school.edu,9938000000,Shri Ramakrishna Mission Vidyamandira,admission@college.edu,9938000000,Sunny,32.5,35.4,23,9600
Odisha,Bhubaneswar,58.1,3,"Kendriya Vidyalaya, Bhubaneswar (Bhubaneswar), Odisha, India, Ashok Nagar, Sector-1, Bhubaneswar, Bhubaneswar - 751023, Odisha",Kendriya@gmail.com,9875642473,"Bhubaneswar Engineering College, R. N. College Square, Bhubaneswar, Odisha, India",Bhubaneswa@gmail.com,9123456787,Light Rain,27.9,55,103,160
Odisha,Bhubaneswar,5.3,4 BHK,"The Shri Ram School, Vasant Vihar",admissions.tvv@school.edu,9811000000,"The Shri Ram School, Vasant Vihar",college.tvv@college.edu,9811000000,Sunny,31.4,15,75,187000
Odisha,Bhubaneswar,450,2 BHK,"Delhi Public School, Bhubaneswar",bhavna.jain@school.edu,7071000000,"Delhi Public School, Bhubaneswar",dpseast@college.edu,7071000000,Cloudy,27.2,56,145,33415
Odisha,Bhubaneshwar,4.88,3 BHK,DPS RK Puram,dpsrkpuram@school.edu,1126000000,Delhi Public School R.K. Puram,dpsrkpuram@college.edu,9812000000,Sunny,25.2,36,68,13414
Odisha,Bhubaneswar,10.2,2 BHK,Velammal Vidyashram,velammal.vidyashram.adyar@school.edu,4425000000,Jyothi Nivas College,jyothinivascollege@college.edu,4425000000,Sunny,28,62,101,21929
Odisha,Bargarh,2.5,2,"S.C.H.S. Bargarh, Bargarh, Odisha 768018, Phone: 06672 226418",S.C.H.S.@gmail.com,9875642505,"Kalinga Institute of Industrial Technology, Athgarh, Odisha 752050, Phone: 0674 237 4747",Kalinga In@gmail.com,8467122732,Haze,31.3,37,6,107.5
Odisha,Bhubaneswar,2704,3,Kandhamal School,Kandhama@gmail.com,8564312351,KIIT University,KIIT Unive@gmail.com,7890123462,Partly cloudy,26.2,66,104,1574
Odisha,Koraput,2380,3,"Holy Cross Higher Secondary School, Koraput, Koraput, 764001, Odisha, India",Holy Cro@gmail.com,9875642478,"Koraput College, Koraput, Koraput, 764001, Odisha, India",Koraput Co@gmail.com,9123456792,Clouds,36,65,112,1332
Odisha,Bhubaneshwar,37,2 BHK,Mahatma Gandhi Mission,principal@school.edu,8380000000,Sri Vidyadhiraja College of Engineering & Technology,principal@college.edu,9620000000,Cloudy,30.4,89,121,15900
Odisha,Bhubaneswar,1685,2 BHK,DPS International,dpsintl.pune@school.edu,8261000000,Symbiosis Institute of Technology,sit@college.edu,9527000000,Sunny,28.3,30,56,11000
Puducherry,Karaikal,16.77,2,"Government School, Karaikal",Governme@gmail.com,8564312353,"Government Arts and Science College, Karaikal",Government@gmail.com,7890123464,Cloudy,28.6,73,87,283.8
Punjab,Mohali,2424,2 BHK,Don Bosco School,dbosco@school.edu,7997000000,St. Xavier's College,college@college.edu,7997000000,Stormy,24.5,53,46,17405
Punjab,Amritsar,1463,1 BHK,DPS,bpp@school.edu,9820000000,DPS,college@college.edu,9820000000,Sunny,28.4,51,59,4787
Punjab,Jalandhar,1081000,2,Sahnewal Govt High School,Sahnewal@gmail.com,8564312347,Govt. College,Govt. Coll@gmail.com,7890123458,Overcast,25.6,53,12,48300
Punjab,Jalandhar,91000000,4,"Jagjit Singh Public School, Address: 56, Jassar Road, Jalandhar, Punjab-144002, Phone: 0181-5017306, Website: www.jagjitpublicschool.com",Jagjit S@gmail.com,8564312345,"Jalandhar Polytechnic College, Address: Office No. 1, New Market, Jalandhar, Punjab-144001, Phone: 0181-2229968, Website: www.jpcollege.com",Jalandhar @gmail.com,7890123456,Clear,28.6,26,30,3082
Punjab,Mohali,13.66,2,"St. Xavier\'s School, Sector 64, Mohali, Punjab, Pincode 160064, India, Phone: 0172 500 3382",St. Xavi@gmail.com,9875642479,"Shobhit Institute of Engineering and Technology, Sector 73, Mohali, Punjab, Pincode 160071, India, Ph: +91-172-2532000, +91-172-2532",Shobhit In@gmail.com,9123456793,Rain,22,90,117,2.46
Punjab,Amritsar,127.56,2 BHK,Rizvi International School,rizviinternationalschool@school.edu,2224000000,St. Xavier's College,stxavierscollege@college.edu,2224000000,Cloudy,11.3,78,96,13200
Rajasthan,Udaipur,28.76,3,"[{'School Name': 'Ideal School', 'Address': 'Station Road, Udaipur, Rajasthan, 313001, India', 'Contact': '(+91) 0294 2465800'}, {'School",[{'Schoo@gmail.com,9875642465,"[{'College Name': 'Government College of Engineering', 'Address': 'Mandore Road, Udaipur, Rajasthan, 313001, India', 'Contact': '(+91) 0294 2459524",[{'College@gmail.com,7890123477,Clouds,31,49,102,1905
Rajasthan,Ajmer,592.5783801,1 BHK,KV Ajmer,kvajmer1@school.edu,1452000000,Alwar College Of Education,acollegeofedu@college.edu,9414000000,Cloudy,22.17,15,101,15859
Rajasthan,Jaipur,35.32,2 BHK,DPS International School,admissions.delhi@school.edu,1142000000,DPS International School,admissions.delhi@college.edu,1142000000,Rainy,19.4,95,100,14499
Rajasthan,Jaipur,204.52,3 BHK,Blue Bells School,bluebellsschool@school.edu,1412000000,Symbiosis Institute of Business Management,admissions@college.edu,9133000000,Rainy,22.15,69,157,24599
Rajasthan,Udaipur,2118,3 BHK,Maharishi Vidya Mandir,princ@school.edu,9818000000,Acharya Institutes,admissions@college.edu,7895000000,Cloudy,24.9,36,178,5782
Rajasthan,Jaipur,1023,2 BHK,Modern School,msb@school.edu,9810000000,Guru Gobind Singh Indraprastha University,admissions@college.edu,9971000000,Sunny,34.5,27.5,151,18500
Rajasthan,Jaipur,152.96,4 BHK,Government School,admtcd.gov@school.edu,8882000000,National Institute of Technology,admtcd.niti@college.edu,8882000000,Cloudy,20.06,41,120,17352
Rajasthan,Bikaner,35.5,3 BHK,H. P. S. Bikaner,hps@school.edu,9414000000,Bikaner College,bikcollege@college.edu,9414000000,Sunny,30.3,36,94,34541
Rajasthan,Jodhpur,931.7,2 BHK,Bombay Public School,bpsjodhpur@school.edu,9415000000,Bombay Public School,bpsjodhpur@college.edu,9415000000,Sunny,34.7,32,15,7888
Rajasthan,Jaisalmer,11.2,4 BHK,"Jaisalmer Govt. B.Ed. College, B.Ed. College, Jaisalmer, Jaisalmer District",b.edcollegejaisalmer@school.edu,9413000000,"Jaisalmer Govt. B.Ed. College, B.Ed. College",college.b.edcollegejaisalmer@college.edu,9413000000,Rainy,22,63,22,3781
Rajasthan,Jaipur,1.1,2 BHK,The Beacon School,admissions@school.edu,9768000000,St. Xavier\'s College,college@college.edu,9768000000,Cloudy,16.3,30.5,110,17770
Rajasthan,Kota,3667,3 BHK,"The Sai Mangalam International School, Kota",principal.smis.kota@school.edu,9414000000,"Government Polytechnic, Kota",g.p.kota.raj@college.edu,9414000000,Sunny,42,41,40,39000
Rajasthan,Nagaur,900000,3,Girls School Nagaur,Girls Sc@gmail.com,8564312348,Government Polytechnic Nagaur,Government@gmail.com,7890123459,Clear,29,35,82,1070
Rajasthan,Bikaner,114,2 BHK,Kendriya Vidyalaya Bikaner,kendriya.vyalaya@school.edu,9414000000,Government College Bikaner,govtcollegebikaner@college.edu,9414000000,Sunny,40.44,25,122,63070
Rajasthan,Jaipur,633.27,2 BHK,Ramakrishna Mission Vidyamandir,principal@school.edu,6727000000,Government Polytechnic,govtpolytech2@college.edu,6727000000,Sunny,31.78,24,129,28724
Rajasthan,Jaipur,1536,3 BHK,The Heritage School,info@school.edu,1422000000,Rajasthan College of Architecture,info@college.edu,1415000000,Sunny,28.3,12,100,10100
Rajasthan,Jaipur,2127,2 BHK,Fortune Public School,info@school.edu,8560000000,Government College of Engineering &amp; Technology,info@college.edu,8560000000,Sunny,25,59,99,13472
Rajasthan,Kota,119,2 BHK,St. Dominic Savio School,school@school.edu,7300000000,St. Joseph's College of Commerce,info@college.edu,7300000000,Cloudy,29.6,40,116,14100
Rajasthan,Jaipur,132.96,1 BHK,Saint Paul's School,admin@school.edu,9583000000,St.Xavier's College,info@college.edu,9769000000,Sunny,37.26,47,101,14527
Rajasthan,Bikaner,2704.65,2 BHK,School,info@school.edu,9877000000,College,info@college.edu,9877000000,Stormy,2.1,43,46,1746
Rajasthan,Jaipur,181.3,2 BHK,"Government Girls Senior Secondary School, Khasa",jaipurgovtgirlsssrsec1@school.edu,8120000000,"Govt. Women's College, Jaipur",jaipurgovtcollegewomen@college.edu,9773000000,Sunny,35.89,10,62,5369
Rajasthan,Jaipur,120,2 BHK,"Don Bosco School, Guwahati",donbosco@school.edu,9864000000,JORHAT ENGINEERING COLLEGE,jec@college.edu,9864000000,Stormy,30.22,83,124,19821
Rajasthan,Jaipur,954,3 BHK,Vidya Mandir School,principalvms@school.edu,8432000000,Jaypee Institute of Information Technology,jit.admission@college.edu,1202000000,Cloudy,22.1,96,101,20837
Rajasthan,Kota,2.5,2,"Rajasthan Public School, Kota",Rajastha@gmail.com,7690000125,"Kota Engineering College [Autonomous], Jawahar Lal Nehru Marg, Kota",Kota Engin@gmail.com,8467122741,Clear,38.8,36.38,30,942.31
Rajasthan,Jaipur,5555,2 BHK,Rukmini Devi Public School,mailto@school.edu,9415000000,Sri Venkateswara College,mailto@college.edu,9812000000,Rainy,28.1,67,84,11037
Rajasthan,Jaipur,3.2,3,"DPS International School, Jaipur, Rajasthan, India, +91 141 257 2365",DPS Inte@gmail.com,9875642508,"Malaviya National Institute of Technology, Jaipur, Rajasthan, India, +91 141 269 2228",Malaviya N@gmail.com,8467122735,Sunny,19.4,28,107,5.4
Rajasthan,Jaipur,21,3 BHK,Maharishi Vidya Mandir School,maharishividyamandir.gurgaon8@school.edu,8131000000,Maharishi Markandeshwar University,mmugr@college.edu,8288000000,Sunny,26.5,41,101,18450
Rajasthan,Udaipur,1.5,1 BHK,Maharishi Dayanand Public School,mdps@school.edu,8920000000,Maharana Pratap College of Engineering and Technology,mpcet@college.edu,9829000000,Sunny,31.8,27,74,13020
Rajasthan,Jaipur,887.99,2 BHK,Narayana Vidyalaya,narayana10@school.edu,8052000000,Narayana Engineering College,narayanaece@college.edu,8040000000,Sunny,23.99,28,62,34155
Rajasthan,Jaipur,136.16,3 BHK,Presidium School,info@school.edu,9560000000,Narayana Business School,nbsjaipur@college.edu,9560000000,Sunny,26.41,44,41,25127
Rajasthan,Jaipur,167,3 BHK,"M.L.A.Govt.School, Bhanker",principal.bhankergovt@school.edu,8574000000,"SMSK College for Girls, Bhanker",principal.bhankergirls.smsk@college.edu,7991000000,Sunny,45,1,97,30539
Rajasthan,Jaipur,2040,3 BHK,Kendriya Vidyalaya,principal.kvi.imails@school.edu,0,Indira Institute of Management (IIM),principal.iim.imails@college.edu,0,Rainy,20,59,20,5980
Rajasthan,Jaipur,308.47,3 BHK,St Joseph's Public School,headmaster@school.edu,8108000000,Maharaja Sawai Man Singh Vidhyalaya,principal.msmv@college.edu,9414000000,Cloudy,31.4,38,80,25254
Rajasthan,Jaipur,209.36,2 BHK,Blue Bells International School,admissions@school.edu,8644000000,Smt. Vidhyadhar Lal Institute of Engineering and Technology,principal@college.edu,8449000000,Rainy,24.3,81,97,22130
Rajasthan,Jaipur,332.27,3 BHK,Birla Vidya Niketan School,schoolprincipal@school.edu,7828000000,Jai Narain Vyas University,principal@college.edu,7828000000,Cloudy,20,35,18,13423
Rajasthan,Bikaner,183.14,2 BHK,Vidya Niketan School,principal@school.edu,2222000000,St. Xavier's College,principal@college.edu,3333000000,Sunny,34.8,34,70,4909
Rajasthan,Jaipur,27.1,3 BHK,"Bishop Cotton School, Jaipur",bishopcottonjaipur@school.edu,2222000000,Rajasthan University,raj@college.edu,9413000000,Sunny,32.4,10,101,15476
Rajasthan,Jaipur,129.509,3 BHK,Rajasthan Public School,info@school.edu,4174000000,Rajasthan university,rajasthanuniversity@college.edu,4174000000,Sunny,26.9,40,67,12122.3
Rajasthan,Jaipur,66.75,2 BHK,Ramagya School,ramagyaschool@school.edu,3423000000,Ramagya College,ramagyacollege@college.edu,3423000000,Cloudy,13.3,46,25,14523
Rajasthan,Jaipur,55.295,2 BHK,Shishu Niketan School,jaipur@school.edu,1412000000,Ramdeo College of Commerce,ramdeo.edu@college.edu,7062000000,Sunny,33.68,25.3,59,27200
Rajasthan,Jaipur,610,2 BHK,Shishu Vishwa Bharati School,shishuvishwaschool@school.edu,7414000000,Ramjas College,ramjascollege@college.edu,1124000000,Cloudy,26.1,22,15,19500
Rajasthan,Jaipur,12.77,1 BHK,Nalanda Public School,nalandapublicschool@school.edu,9443000000,Shri Chaitanya College of Engineering and Technology,scet@college.edu,9954000000,Rainy,10.75,86,122,8323
Rajasthan,Jaipur,138.81,4 BHK,Sahyadri Public School,sahyadri.school@school.edu,6592000000,Sharad Institute of Management & Technology,simt@college.edu,6593000000,Sunny,28,47,99,28120
Rajasthan,Jaipur,1.51,3,D.P.S. Jaipur,D.P.S. J@gmail.com,9875642500,"Sri Ram College of Commerce, Phone: 0141 230 7582",Sri Ram Co@gmail.com,8467122727,Sunny,34.1,2,126,57
Rajasthan,Jaipur,19.39,3 BHK,Sri Sarada Vidhya Mandir,sarada.vidhyamandir@school.edu,8938000000,Sri Sarada College of Engineering,sri.sarada.college@college.edu,8938000000,Sunny,33.73,28.9,112,20456
Rajasthan,Jaipur,571,2 BHK,Sardar Patel Vidyalaya,spv10@school.edu,3024000000,Sadul Singh Institute of Technology,sst@college.edu,9413000000,Cloudy,11.4,52,65,17692
Rajasthan,Jaipur,120.12,1 BHK,St. Michael's School,stmichaels@school.edu,9435000000,St. Michael's College,stmichaels@college.edu,8028000000,Sunny,18,86,101,15169
Rajasthan,Jaipur,136.85,2 BHK,Vivek High School,vivekhighschool@school.edu,8548000000,ST. XAVIER'S COLLEGE,stxavier@college.edu,8548000000,Sunny,13,19,53,41499
Rajasthan,Bikaner,21,3 BHK,Kalyan International School,info@school.edu,2612000000,Sri Venkateswara College,svcehyd@college.edu,2612000000,Cloudy,23.4,55,25,25600
Tamil Nadu,Chennai,1525,1 BHK,"Kendriya Vidyalaya, Naval Base",naavb@school.edu,7334000000,Alagappa College of Technology,acct@college.edu,4422000000,Sunny,34.5,48,53,14750
Tamil Nadu,Coimbatore,279,2 BHK,St. Joseph's Convent School,admissions@school.edu,9443000000,CMR College of Engineering,admin@college.edu,9443000000,Sunny,29.67,24,94,8640
Tamil Nadu,Coimbatore,138,2 BHK,VidyaSagar Matriculation Higher Secondary School,vidyasagarmhs@school.edu,3224000000,Chemplast Institute of Technology,admission.c@college.edu,9995000000,Cloudy,16.972,84,73,13814
Tamil Nadu,Chennai,1300,3 BHK,Vivek High School,vivekhighschool@school.edu,8074000000,Sri Sairam Degree College,admission@college.edu,8074000000,Cloudy,27,81,75,86300
Tamil Nadu,Chennai,14.68,3 BHK,St. Joseph's Convent High School,sjchs@school.edu,2026000000,Atharva Institute of Management Studies,admission@college.edu,2026000000,Sunny,33.3,22,21,24442
Tamil Nadu,Madurai,144.6,3 BHK,Government Higher Secondary School,admissions.govt.hss@school.edu,9443000000,Ramakrishna Mission Vivekananda College,admissions.rkmv.edu@college.edu,4522000000,Rainy,30.6,96,100,13802
Tamil Nadu,Chennai,1199,2 BHK,SBOA Vidya Mandir,admissions@school.edu,7400000000,HINDUSTHAN COLLEGE OF ARTS AND SCIENCE,admissions@college.edu,7400000000,Sunny,32.4,40,12,20600
Tamil Nadu,Chennai,129.83,1 BHK,National Public School Indiranagar,nationalpublicschoolindiranagar@school.edu,8041000000,Indian Institute of Management Bangalore,admissions@college.edu,8041000000,Sunny,31.9,25,101,67776
Tamil Nadu,Chennai,147.18,1 BHK,Maharishi Vidya Mandir,mvm101@school.edu,9766000000,Astha Institute of Management and Technology,aimt.ast@college.edu,7447000000,Sunny,29.6,27,70,10000
